race,age,priors_count,juv_fel_count,c_charge_degree,loan_approved
African-American,31,0,0,0,1
Caucasian,29,0,0,0,1
Caucasian,20,1,1,1,0
African-American,22,0,0,1,1
African-American,24,2,0,0,0
African-American,47,0,0,1,0
African-American,36,1,0,1,0
African-American,21,1,0,0,1
African-American,25,3,0,0,0
African-American,23,5,0,1,0
Caucasian,24,0,0,0,1
Caucasian,35,2,0,1,0
African-American,19,0,0,0,0
Caucasian,32,0,0,1,0
Caucasian,39,0,0,0,0
African-American,30,12,4,1,0
African-American,33,2,0,1,1
Caucasian,20,0,0,0,0
Caucasian,36,0,0,0,1
African-American,29,8,0,1,0
Caucasian,40,0,0,1,1
African-American,53,4,0,1,1
Caucasian,28,0,0,0,1
African-American,27,9,0,1,0
Caucasian,55,0,0,1,1
African-American,22,1,1,0,1
African-American,34,1,0,1,1
Caucasian,55,1,0,0,1
African-American,47,21,0,0,0
African-American,61,12,0,1,1
African-American,57,3,0,1,1
Caucasian,38,2,0,0,1
Caucasian,25,13,4,1,0
African-American,23,0,0,1,0
Caucasian,23,3,0,1,1
African-American,20,0,0,1,1
Caucasian,44,1,0,1,1
Caucasian,38,1,0,0,1
African-American,56,5,0,1,0
Caucasian,43,2,0,1,0
African-American,22,0,0,1,0
African-American,31,6,0,1,0
African-American,29,0,0,1,1
African-American,22,1,0,1,0
African-American,23,3,0,1,0
Caucasian,24,1,0,1,1
African-American,21,2,0,1,1
African-American,29,0,0,0,1
Caucasian,51,0,0,0,0
African-American,25,1,0,1,1
African-American,62,22,0,1,0
African-American,25,0,0,1,0
Caucasian,27,2,0,1,1
African-American,49,0,0,0,1
Caucasian,22,3,0,1,0
Caucasian,34,9,0,0,0
Caucasian,21,0,0,1,0
Caucasian,51,3,0,0,0
Caucasian,39,2,0,1,0
African-American,43,8,0,1,0
African-American,22,0,0,0,0
African-American,28,4,0,1,1
Caucasian,43,0,0,1,0
Caucasian,27,7,0,1,0
Caucasian,31,1,0,1,0
African-American,28,0,0,0,1
Caucasian,58,3,0,0,1
Caucasian,22,0,0,1,0
African-American,31,5,0,1,1
African-American,33,0,0,1,1
African-American,26,6,0,0,0
African-American,23,1,0,0,1
Caucasian,32,11,0,1,1
African-American,57,2,0,1,1
Caucasian,22,0,0,1,1
African-American,35,2,0,1,1
Caucasian,47,1,0,1,0
African-American,29,17,0,1,0
Caucasian,54,1,0,0,1
Caucasian,29,0,0,1,1
African-American,51,17,0,1,0
African-American,36,0,0,0,1
Caucasian,35,3,0,0,0
African-American,20,1,0,1,0
African-American,25,0,0,1,1
African-American,29,2,0,0,1
African-American,62,4,0,1,1
Caucasian,39,0,0,0,1
African-American,30,1,0,1,0
African-American,23,0,0,1,1
African-American,23,1,0,1,1
African-American,30,21,0,1,0
African-American,33,18,0,1,0
African-American,61,1,0,1,1
African-American,30,9,0,1,0
African-American,23,1,0,1,1
African-American,27,0,0,1,0
African-American,38,10,0,0,1
African-American,42,1,0,1,1
African-American,31,0,0,1,1
African-American,23,2,0,1,0
Caucasian,31,1,0,1,0
African-American,43,1,0,0,0
Caucasian,39,0,0,1,1
African-American,31,0,0,0,1
Caucasian,22,3,0,1,0
African-American,33,0,0,1,1
Caucasian,21,1,0,1,0
African-American,23,1,0,1,0
Caucasian,29,0,0,1,1
Caucasian,62,2,0,1,1
African-American,56,1,0,1,0
African-American,24,4,0,1,0
Caucasian,44,0,0,0,1
African-American,22,2,0,1,0
African-American,28,4,0,1,0
African-American,30,0,0,1,1
Caucasian,32,1,0,0,0
Caucasian,51,3,0,1,1
African-American,21,0,0,1,1
African-American,21,2,0,1,0
African-American,27,3,0,1,0
African-American,31,0,0,1,1
African-American,33,0,0,0,0
Caucasian,49,2,0,1,1
Caucasian,20,0,0,0,1
African-American,31,10,0,1,0
African-American,25,5,0,1,0
African-American,23,4,0,1,0
Caucasian,26,0,0,0,1
Caucasian,28,1,0,0,1
African-American,28,13,0,1,0
Caucasian,39,0,0,1,0
African-American,52,4,0,0,1
Caucasian,32,0,0,1,0
African-American,54,3,0,0,1
African-American,30,2,0,1,0
African-American,21,0,0,0,0
African-American,25,2,0,0,0
African-American,22,0,0,1,1
African-American,61,20,0,0,0
Caucasian,24,2,0,1,1
African-American,32,2,0,1,1
Caucasian,26,2,0,1,0
African-American,34,6,0,1,1
African-American,45,12,1,0,0
African-American,22,1,0,1,0
African-American,54,4,0,1,0
African-American,51,8,0,0,1
African-American,28,0,0,1,1
Caucasian,23,0,0,1,1
Caucasian,30,0,0,1,0
African-American,25,0,0,0,0
Caucasian,25,2,0,1,1
Caucasian,28,2,0,1,1
African-American,32,0,0,0,0
African-American,35,7,0,1,1
African-American,49,0,0,0,0
Caucasian,36,5,0,1,0
African-American,33,16,0,0,0
Caucasian,58,1,0,0,1
African-American,22,2,0,1,1
Caucasian,28,2,0,1,0
African-American,26,6,0,1,0
Caucasian,36,3,0,1,0
Caucasian,23,0,0,1,1
African-American,22,0,0,1,0
African-American,25,10,0,1,0
African-American,26,0,0,1,1
African-American,25,1,0,1,1
Caucasian,26,7,0,1,0
African-American,28,0,0,0,0
African-American,56,1,0,1,1
Caucasian,51,3,0,1,1
African-American,36,0,0,1,1
Caucasian,51,0,0,0,1
Caucasian,25,2,0,1,1
African-American,22,1,0,0,1
African-American,35,9,2,1,1
Caucasian,24,0,0,0,0
African-American,66,5,0,0,0
African-American,27,6,0,0,0
Caucasian,22,2,0,1,0
Caucasian,43,2,0,1,1
African-American,22,2,0,1,1
African-American,31,4,0,0,0
Caucasian,23,4,0,0,0
Caucasian,27,0,0,0,0
African-American,31,8,0,1,0
African-American,61,29,0,1,0
Caucasian,25,3,0,1,1
Caucasian,52,0,0,0,1
Caucasian,24,0,0,1,1
African-American,50,13,1,0,0
Caucasian,38,2,0,1,1
African-American,22,1,0,1,1
African-American,25,8,2,1,1
African-American,20,3,0,1,0
African-American,34,2,0,1,1
African-American,25,11,0,0,0
Caucasian,24,0,0,1,1
Caucasian,49,4,0,0,0
African-American,27,15,0,1,0
African-American,28,10,0,1,0
African-American,33,15,0,0,0
Caucasian,55,0,0,1,1
Caucasian,25,1,0,1,1
Caucasian,47,3,0,0,0
African-American,55,10,0,0,0
African-American,22,0,0,1,0
African-American,32,9,0,1,1
Caucasian,55,0,0,1,1
African-American,23,3,0,0,1
Caucasian,54,2,0,1,0
African-American,27,0,0,0,0
Caucasian,36,4,0,0,0
African-American,29,5,0,1,1
Caucasian,45,0,0,0,1
Caucasian,40,4,0,1,0
African-American,38,7,0,1,0
Caucasian,57,3,0,1,1
African-American,26,3,0,1,0
African-American,37,0,0,1,1
African-American,42,0,0,0,0
Caucasian,41,1,0,1,1
African-American,57,1,0,1,1
African-American,34,3,0,0,1
African-American,29,1,0,1,0
Caucasian,22,1,0,1,1
African-American,22,0,0,0,0
African-American,42,5,0,1,0
African-American,21,0,0,0,1
Caucasian,56,1,0,0,1
African-American,48,4,0,1,1
Caucasian,27,2,0,1,0
African-American,23,5,0,1,0
African-American,47,3,0,1,0
African-American,33,6,0,0,0
Caucasian,58,1,0,1,1
African-American,33,1,0,1,1
African-American,40,2,0,0,1
Caucasian,22,0,0,1,1
Caucasian,39,2,0,1,1
African-American,23,3,0,1,1
Caucasian,35,1,0,1,1
African-American,43,7,0,1,0
African-American,38,14,1,1,1
African-American,26,2,0,1,0
Caucasian,39,1,0,1,1
African-American,36,16,0,0,0
African-American,25,1,0,0,1
Caucasian,21,0,0,0,0
African-American,25,3,0,0,0
African-American,53,6,0,1,1
Caucasian,37,0,0,1,1
African-American,21,1,0,1,0
African-American,28,1,0,1,1
African-American,21,1,0,1,1
African-American,32,2,0,1,1
African-American,56,0,0,1,1
Caucasian,30,3,0,0,1
Caucasian,27,0,0,1,0
African-American,27,1,0,1,1
African-American,41,7,0,0,0
African-American,30,7,0,0,0
African-American,32,7,0,1,0
Caucasian,26,7,0,1,1
African-American,31,0,0,0,1
African-American,32,3,0,1,1
Caucasian,34,5,0,1,0
African-American,46,3,0,1,1
African-American,24,1,0,1,0
African-American,32,7,0,1,0
Caucasian,43,6,0,1,0
Caucasian,50,3,0,1,1
Caucasian,30,4,3,1,0
African-American,37,3,0,0,1
African-American,31,12,1,1,0
Caucasian,21,1,0,1,1
Caucasian,40,3,0,0,1
Caucasian,53,0,0,0,1
African-American,33,4,0,0,1
African-American,23,2,1,1,0
African-American,22,0,0,0,1
African-American,27,2,0,0,0
African-American,25,5,0,0,0
Caucasian,24,2,0,1,1
African-American,24,2,0,1,0
African-American,26,1,0,1,1
African-American,56,9,0,1,1
African-American,26,3,0,1,0
African-American,26,7,0,0,0
Caucasian,20,0,0,1,0
African-American,27,4,0,0,0
Caucasian,24,1,0,1,0
African-American,26,8,0,1,0
Caucasian,26,5,0,0,1
Caucasian,65,3,0,1,1
Caucasian,33,5,0,0,0
African-American,64,13,0,0,1
Caucasian,24,0,0,1,1
African-American,35,29,0,1,1
Caucasian,57,0,0,0,1
Caucasian,46,0,0,0,1
African-American,56,16,0,1,1
Caucasian,39,0,0,0,1
Caucasian,68,4,0,0,1
African-American,22,5,0,1,0
African-American,28,1,0,0,0
African-American,39,19,0,0,0
Caucasian,38,0,0,0,1
African-American,25,3,0,0,1
Caucasian,25,2,0,1,1
African-American,21,3,0,1,0
Caucasian,31,2,0,1,1
African-American,33,3,0,1,0
African-American,26,20,0,1,0
African-American,31,2,0,1,1
African-American,35,13,0,1,1
African-American,34,19,0,0,1
African-American,42,1,0,1,1
African-American,26,9,1,1,0
Caucasian,24,1,0,1,1
African-American,36,2,0,1,0
African-American,41,24,1,1,0
Caucasian,27,0,0,1,1
Caucasian,45,3,0,1,0
Caucasian,34,5,0,1,1
Caucasian,25,6,0,1,0
African-American,24,2,0,0,0
African-American,27,2,0,1,1
African-American,25,3,0,1,1
Caucasian,30,2,0,0,0
Caucasian,22,3,0,1,0
African-American,27,0,0,1,1
African-American,41,19,0,1,0
Caucasian,30,0,0,1,1
African-American,24,3,0,1,1
African-American,39,0,0,0,1
African-American,32,6,0,1,0
African-American,32,3,0,1,0
Caucasian,29,0,0,1,0
African-American,26,24,0,1,0
African-American,24,2,0,1,0
African-American,20,4,1,1,0
African-American,25,1,0,0,0
Caucasian,31,0,0,1,0
African-American,25,0,0,0,0
Caucasian,41,0,0,1,0
Caucasian,25,0,0,1,1
African-American,25,2,0,1,0
African-American,22,1,0,1,0
African-American,25,0,0,1,1
African-American,38,0,0,0,1
Caucasian,49,4,0,0,1
Caucasian,35,2,0,0,1
Caucasian,21,1,0,1,1
Caucasian,24,2,0,1,1
African-American,24,11,0,0,0
Caucasian,28,3,0,1,1
African-American,34,1,0,0,1
African-American,34,4,0,1,0
African-American,57,8,0,0,1
African-American,40,15,0,1,0
African-American,22,2,0,0,0
African-American,37,3,0,0,0
African-American,43,0,0,1,1
African-American,26,5,0,1,0
Caucasian,24,2,0,1,0
African-American,23,1,0,1,1
Caucasian,56,1,0,1,0
African-American,23,2,0,1,0
Caucasian,43,12,0,1,1
African-American,21,0,0,1,0
African-American,51,2,0,1,1
African-American,20,0,0,0,0
Caucasian,39,1,0,1,1
African-American,42,17,0,1,0
African-American,30,2,0,0,1
Caucasian,28,4,1,0,0
African-American,29,6,0,1,0
Caucasian,24,9,0,0,0
African-American,22,1,0,1,0
African-American,27,3,0,1,0
Caucasian,50,1,0,1,1
African-American,30,5,0,0,1
Caucasian,28,0,0,1,0
African-American,21,3,0,1,0
Caucasian,51,0,0,1,1
African-American,21,1,0,1,1
Caucasian,29,0,0,1,0
Caucasian,43,0,0,0,1
African-American,22,1,0,1,1
African-American,52,0,0,1,0
African-American,36,0,0,1,1
African-American,24,0,0,1,1
African-American,26,5,0,1,1
African-American,27,8,0,0,1
Caucasian,19,0,0,0,0
Caucasian,26,2,0,1,1
African-American,24,1,0,1,1
African-American,29,0,0,1,1
Caucasian,29,20,0,1,0
African-American,38,1,0,1,0
African-American,34,5,1,1,1
African-American,29,1,0,0,1
African-American,24,1,0,1,1
Caucasian,50,0,0,1,1
African-American,24,0,0,0,1
African-American,31,0,0,1,1
African-American,36,13,0,1,0
African-American,32,13,0,0,0
Caucasian,63,1,0,0,1
African-American,42,1,0,0,0
African-American,22,0,0,1,1
African-American,26,5,0,1,0
African-American,26,10,0,1,0
Caucasian,53,3,0,0,0
African-American,23,2,0,1,0
Caucasian,22,0,0,1,1
Caucasian,27,0,0,0,1
Caucasian,42,2,0,1,0
African-American,31,4,0,1,0
Caucasian,80,0,0,0,1
Caucasian,58,1,0,0,1
African-American,68,6,0,0,1
African-American,23,1,0,1,1
African-American,36,4,0,1,0
Caucasian,24,0,0,1,1
Caucasian,41,2,0,1,1
Caucasian,21,0,0,1,0
African-American,26,3,0,0,0
African-American,30,8,0,1,0
Caucasian,36,1,0,1,1
African-American,21,0,0,1,0
African-American,31,1,0,0,1
African-American,20,0,0,1,0
Caucasian,49,4,0,0,1
Caucasian,24,0,0,1,1
African-American,20,0,0,1,0
Caucasian,44,1,0,0,1
African-American,25,1,0,1,1
Caucasian,41,11,0,1,0
African-American,25,1,0,1,1
African-American,33,0,0,1,1
African-American,20,0,0,1,0
African-American,21,1,0,1,0
Caucasian,44,3,0,1,1
African-American,23,1,0,1,0
African-American,35,0,0,0,0
African-American,41,0,0,0,1
African-American,30,1,0,1,1
Caucasian,23,0,0,0,1
African-American,36,7,0,1,0
African-American,26,1,0,1,0
Caucasian,26,2,0,1,1
Caucasian,23,0,0,0,0
African-American,43,9,0,0,1
African-American,30,3,0,1,0
Caucasian,44,1,0,1,0
African-American,37,1,0,1,0
Caucasian,39,1,0,1,1
African-American,49,1,0,1,1
African-American,31,6,0,1,0
Caucasian,63,5,0,0,1
African-American,66,11,0,1,0
Caucasian,24,3,0,1,1
Caucasian,21,2,1,0,1
Caucasian,48,0,0,1,1
African-American,37,0,0,1,1
African-American,21,0,0,0,0
Caucasian,64,0,0,0,1
Caucasian,22,0,0,0,1
Caucasian,43,8,0,1,1
Caucasian,25,3,0,1,0
Caucasian,33,10,0,1,1
African-American,26,1,0,1,1
Caucasian,33,1,0,0,1
Caucasian,25,3,0,1,1
African-American,30,3,0,0,1
African-American,20,3,0,0,1
African-American,44,0,0,1,1
African-American,31,0,0,1,1
Caucasian,50,9,0,0,0
African-American,33,16,0,1,0
Caucasian,50,1,0,0,1
African-American,31,1,0,1,0
African-American,43,2,0,0,1
Caucasian,51,2,0,1,0
African-American,27,0,0,0,0
African-American,31,6,0,0,0
African-American,26,2,0,1,0
African-American,20,4,2,1,0
African-American,29,6,3,1,1
African-American,31,11,0,1,0
Caucasian,59,0,0,0,1
African-American,49,1,0,0,0
Caucasian,36,11,0,0,0
African-American,23,1,0,1,1
Caucasian,46,26,0,1,0
Caucasian,59,2,0,0,0
African-American,34,0,0,1,1
African-American,54,1,0,1,1
African-American,24,3,0,1,0
Caucasian,35,16,0,1,0
Caucasian,22,0,0,1,0
African-American,36,0,0,1,1
Caucasian,61,0,0,0,1
African-American,38,0,0,0,1
African-American,32,0,0,1,1
Caucasian,37,1,0,1,0
African-American,46,18,0,1,1
African-American,21,4,0,1,1
African-American,57,0,0,1,0
African-American,68,2,0,1,1
African-American,24,0,0,0,1
African-American,46,3,0,1,0
Caucasian,41,1,0,1,0
African-American,25,8,0,1,0
African-American,24,7,0,1,0
African-American,41,1,0,1,1
Caucasian,33,1,0,1,1
African-American,23,0,0,1,1
Caucasian,47,28,0,1,0
Caucasian,51,0,0,1,1
Caucasian,36,1,0,0,1
African-American,43,0,0,0,1
African-American,26,4,0,1,0
African-American,60,1,0,1,1
African-American,24,0,0,0,0
Caucasian,20,0,0,1,0
Caucasian,39,3,0,0,0
Caucasian,28,0,0,0,1
African-American,28,7,0,1,0
Caucasian,58,2,0,0,0
Caucasian,67,2,0,1,1
African-American,26,1,0,1,1
African-American,24,2,0,1,0
African-American,37,0,0,1,1
African-American,28,8,0,1,0
Caucasian,46,14,0,1,0
Caucasian,45,2,0,0,1
African-American,20,2,0,1,0
African-American,52,0,0,0,1
African-American,29,0,0,0,1
African-American,34,11,0,1,0
African-American,24,0,0,1,0
African-American,28,6,0,1,0
African-American,28,2,0,1,0
African-American,29,0,0,1,1
Caucasian,55,2,0,1,1
Caucasian,24,3,0,1,0
African-American,20,0,0,1,1
African-American,23,0,0,0,1
African-American,44,6,0,1,0
African-American,34,8,2,1,0
African-American,55,0,0,0,0
African-American,23,0,0,1,0
African-American,23,3,0,1,0
African-American,77,0,0,0,1
Caucasian,52,3,0,0,1
African-American,34,8,2,1,0
Caucasian,30,2,0,0,0
African-American,53,5,0,0,0
African-American,30,3,0,0,0
African-American,26,0,0,1,0
Caucasian,51,1,0,0,1
African-American,34,2,0,1,1
Caucasian,23,0,0,1,1
Caucasian,32,2,0,1,1
African-American,38,8,1,0,1
African-American,21,0,0,1,0
Caucasian,53,8,0,0,0
Caucasian,34,1,0,1,1
Caucasian,25,5,0,1,0
African-American,54,1,0,0,1
Caucasian,25,2,0,0,0
African-American,22,0,0,1,0
African-American,23,2,0,1,0
Caucasian,27,1,0,0,0
African-American,45,7,0,1,1
Caucasian,31,9,0,1,0
Caucasian,45,1,0,0,1
African-American,28,12,1,1,1
African-American,24,1,0,1,0
Caucasian,28,6,0,0,0
African-American,41,2,0,1,1
African-American,35,3,0,0,0
African-American,20,1,1,1,0
African-American,32,19,0,1,0
African-American,28,2,0,1,1
African-American,33,7,0,1,0
African-American,26,8,0,1,0
African-American,22,1,0,0,0
African-American,25,4,0,1,1
Caucasian,23,1,0,0,1
African-American,30,2,0,1,0
Caucasian,69,6,0,0,0
African-American,25,11,0,0,0
African-American,56,2,0,1,1
African-American,33,3,0,1,0
Caucasian,35,3,0,0,1
Caucasian,34,13,0,1,0
African-American,37,2,0,1,0
Caucasian,55,0,0,1,0
Caucasian,43,1,0,0,1
African-American,27,27,0,0,0
African-American,26,7,0,1,1
Caucasian,42,4,0,0,0
Caucasian,41,1,0,1,1
African-American,21,2,0,0,0
African-American,30,4,0,0,0
Caucasian,30,1,0,1,1
Caucasian,45,0,0,1,0
African-American,23,2,0,1,0
African-American,31,2,0,1,0
African-American,40,8,0,0,0
African-American,33,1,0,1,1
African-American,40,11,0,0,0
Caucasian,56,1,0,1,1
African-American,21,0,0,0,0
Caucasian,22,1,0,1,1
African-American,51,4,0,1,1
Caucasian,36,0,0,0,1
Caucasian,30,0,0,0,1
Caucasian,21,0,0,1,1
Caucasian,28,3,0,0,0
African-American,41,3,0,0,0
Caucasian,22,0,0,1,0
African-American,40,2,0,1,1
African-American,47,12,0,1,0
African-American,37,2,0,1,1
African-American,37,0,0,1,1
African-American,23,2,0,1,0
African-American,19,1,0,1,0
Caucasian,26,1,0,1,0
African-American,25,4,0,1,0
African-American,25,0,0,0,1
Caucasian,48,3,0,1,1
Caucasian,39,17,0,1,0
Caucasian,36,0,0,1,0
African-American,26,6,0,0,1
African-American,51,8,0,0,0
African-American,20,0,0,1,1
Caucasian,43,0,0,0,1
African-American,22,0,0,1,0
Caucasian,24,0,0,0,0
African-American,35,2,0,1,1
African-American,57,12,0,1,0
Caucasian,25,6,0,0,0
Caucasian,55,0,0,0,1
African-American,52,0,0,0,1
African-American,33,0,0,0,1
African-American,32,3,0,1,0
African-American,20,5,1,1,0
African-American,67,8,0,1,1
African-American,31,7,0,0,1
Caucasian,21,0,0,1,0
African-American,30,4,0,0,1
Caucasian,55,0,0,0,1
African-American,25,0,0,1,1
African-American,25,0,0,1,1
African-American,47,17,0,1,1
African-American,27,10,0,1,0
African-American,22,0,0,1,1
African-American,37,8,0,1,1
Caucasian,68,7,0,1,0
Caucasian,37,0,0,1,1
African-American,42,1,0,1,1
Caucasian,22,5,0,0,0
African-American,30,4,0,0,1
African-American,34,1,0,0,1
Caucasian,37,4,0,0,0
African-American,41,8,0,1,0
Caucasian,36,2,0,0,1
Caucasian,26,2,0,1,1
Caucasian,24,0,0,1,1
African-American,27,0,0,1,1
Caucasian,37,0,0,0,1
African-American,31,1,0,1,1
African-American,23,3,0,1,0
Caucasian,58,5,0,0,1
Caucasian,62,1,0,0,0
African-American,41,0,0,1,1
African-American,33,0,0,0,1
African-American,33,12,4,1,0
African-American,41,14,0,1,0
Caucasian,26,3,0,1,0
Caucasian,33,0,0,1,1
African-American,25,0,0,0,1
African-American,37,0,0,0,0
Caucasian,23,11,8,1,0
Caucasian,37,8,0,1,0
African-American,21,0,0,0,1
Caucasian,45,21,0,1,0
Caucasian,37,13,1,1,1
African-American,24,2,0,0,1
African-American,35,0,0,1,1
African-American,22,0,0,1,0
Caucasian,29,10,4,1,0
African-American,41,6,2,1,0
African-American,22,3,0,1,0
African-American,34,5,2,0,1
Caucasian,55,18,0,1,0
Caucasian,40,3,0,1,0
African-American,51,19,1,1,0
African-American,26,1,0,1,0
African-American,46,2,0,0,1
Caucasian,41,0,0,1,1
Caucasian,31,9,0,1,0
African-American,25,2,0,1,1
African-American,27,1,0,0,1
African-American,31,13,1,1,0
Caucasian,23,0,0,0,1
African-American,52,7,0,0,0
African-American,29,6,0,1,0
Caucasian,40,10,0,1,0
Caucasian,49,0,0,1,1
Caucasian,49,8,0,1,1
African-American,24,3,0,1,0
African-American,41,7,0,0,1
African-American,27,3,0,0,0
African-American,40,1,0,1,0
Caucasian,47,0,0,0,0
Caucasian,20,0,0,1,0
African-American,21,2,0,0,0
African-American,44,8,0,0,0
Caucasian,41,0,0,0,1
African-American,31,5,0,0,0
African-American,67,0,0,1,1
Caucasian,42,1,0,0,1
African-American,25,0,0,1,1
Caucasian,23,6,0,1,0
African-American,27,13,0,1,0
African-American,23,2,0,1,1
Caucasian,33,2,0,1,1
Caucasian,41,0,0,0,1
Caucasian,31,1,0,1,1
African-American,23,2,0,0,0
African-American,21,2,0,1,0
African-American,53,5,0,1,1
African-American,36,1,0,0,1
Caucasian,58,10,0,0,1
Caucasian,62,0,0,1,1
Caucasian,25,4,0,1,1
African-American,51,15,0,1,0
Caucasian,46,2,0,1,1
African-American,28,4,0,0,0
Caucasian,24,2,0,1,0
Caucasian,32,6,0,1,1
Caucasian,56,13,0,0,1
African-American,23,2,1,1,0
African-American,25,1,0,1,1
African-American,26,2,0,1,1
Caucasian,58,0,0,0,1
Caucasian,33,3,0,1,0
African-American,59,8,0,1,0
Caucasian,44,5,0,1,1
African-American,20,0,0,1,0
Caucasian,57,0,0,0,0
Caucasian,37,1,0,1,0
African-American,43,0,0,1,0
African-American,36,1,0,0,1
Caucasian,59,0,0,0,1
Caucasian,35,4,0,1,0
African-American,29,5,0,1,0
African-American,21,0,0,0,1
Caucasian,28,0,0,0,1
African-American,34,5,0,0,0
African-American,42,16,0,1,1
African-American,21,3,0,1,0
African-American,69,1,0,1,0
Caucasian,49,1,0,0,1
Caucasian,24,0,0,0,1
African-American,27,4,0,1,0
African-American,55,1,0,0,1
African-American,19,3,1,1,0
African-American,24,7,2,0,0
Caucasian,21,1,0,1,1
Caucasian,28,0,0,1,0
African-American,34,4,0,0,1
African-American,27,2,0,1,1
African-American,37,12,3,0,1
African-American,40,1,0,1,1
Caucasian,36,4,0,1,0
Caucasian,23,0,0,1,1
African-American,34,19,0,1,0
African-American,27,5,0,1,0
African-American,50,1,0,1,1
African-American,22,1,0,1,1
African-American,43,1,0,1,0
Caucasian,29,0,0,0,0
Caucasian,61,1,0,1,0
African-American,34,1,0,1,1
African-American,56,1,0,1,1
African-American,31,16,3,1,0
Caucasian,21,0,0,1,1
African-American,23,1,0,1,0
African-American,24,1,0,0,0
African-American,30,1,0,1,1
African-American,32,17,0,1,0
Caucasian,61,0,0,0,1
Caucasian,27,3,0,0,1
African-American,27,2,0,0,1
Caucasian,60,0,0,0,1
African-American,23,1,0,0,1
Caucasian,40,0,0,0,1
Caucasian,30,0,0,1,1
Caucasian,20,1,0,1,1
African-American,20,0,0,1,1
African-American,24,0,0,0,0
African-American,30,5,0,0,1
African-American,20,0,0,0,0
African-American,25,0,0,0,1
Caucasian,38,0,0,0,1
African-American,29,0,0,1,0
Caucasian,38,1,0,0,0
African-American,27,1,0,1,1
Caucasian,21,0,0,0,0
African-American,24,1,0,1,1
Caucasian,53,3,0,1,0
Caucasian,36,4,0,1,0
African-American,64,8,0,0,0
African-American,23,0,0,0,0
Caucasian,26,3,0,0,1
Caucasian,48,0,0,1,1
African-American,21,0,0,1,1
African-American,20,0,0,1,0
African-American,37,17,0,0,1
Caucasian,51,8,0,1,0
Caucasian,47,2,0,1,0
Caucasian,29,2,0,0,0
African-American,27,2,0,1,0
African-American,45,16,1,1,1
Caucasian,41,0,0,1,0
Caucasian,31,3,0,0,0
African-American,29,1,0,1,1
Caucasian,39,1,0,1,1
Caucasian,33,0,0,1,1
African-American,21,1,0,1,0
African-American,27,3,0,0,1
Caucasian,24,0,0,0,1
African-American,29,3,0,0,0
Caucasian,21,0,0,1,0
Caucasian,31,14,0,1,1
Caucasian,62,0,0,0,1
Caucasian,39,3,0,1,0
Caucasian,56,2,0,0,1
African-American,28,6,0,1,1
African-American,26,6,0,1,0
African-American,24,5,0,1,0
African-American,28,7,0,1,1
African-American,36,1,0,0,1
Caucasian,38,0,0,0,1
African-American,23,1,0,1,1
Caucasian,28,5,0,0,0
Caucasian,29,7,0,1,0
African-American,20,6,4,1,0
African-American,29,0,0,0,1
African-American,29,11,0,1,0
African-American,34,8,0,0,1
African-American,26,6,0,1,0
African-American,58,0,0,1,1
African-American,23,1,0,1,1
Caucasian,48,0,0,0,0
African-American,61,9,0,1,1
African-American,30,1,0,1,0
African-American,44,0,0,1,1
African-American,26,3,0,1,1
African-American,46,3,0,1,0
Caucasian,36,5,0,1,1
African-American,29,11,0,1,0
African-American,53,3,0,1,0
African-American,35,8,0,0,1
Caucasian,39,3,0,1,1
Caucasian,26,2,0,1,0
African-American,26,10,1,1,0
African-American,28,8,0,0,0
Caucasian,21,3,0,0,0
African-American,37,8,0,1,1
Caucasian,29,1,0,1,1
African-American,22,12,1,1,0
African-American,59,4,0,0,1
African-American,28,12,0,1,0
Caucasian,56,0,0,0,1
Caucasian,32,2,0,0,1
Caucasian,30,0,0,1,1
African-American,27,2,0,1,1
African-American,24,1,0,1,1
Caucasian,27,6,0,1,1
African-American,43,15,0,0,0
African-American,53,5,0,1,1
African-American,27,6,1,1,0
African-American,26,6,0,0,1
Caucasian,24,1,0,1,1
African-American,30,0,0,1,1
African-American,26,4,0,1,1
African-American,24,3,2,0,0
African-American,54,4,0,1,1
African-American,48,18,0,1,0
African-American,36,13,0,1,0
African-American,21,1,0,1,0
Caucasian,26,10,0,1,0
Caucasian,26,10,0,0,0
Caucasian,45,0,0,1,1
Caucasian,47,1,0,0,1
African-American,41,14,2,0,0
Caucasian,50,1,0,1,1
Caucasian,57,3,0,0,1
African-American,31,2,0,1,1
African-American,21,0,0,1,0
African-American,28,1,1,0,0
Caucasian,29,9,1,1,0
African-American,28,2,0,1,1
Caucasian,25,1,0,0,0
African-American,22,0,0,1,0
African-American,21,0,0,1,1
Caucasian,48,0,0,1,0
African-American,25,4,0,1,0
African-American,37,7,0,1,1
Caucasian,31,5,0,1,0
African-American,24,0,0,0,1
African-American,30,15,0,1,0
Caucasian,47,5,0,0,1
Caucasian,66,2,0,0,1
African-American,51,21,0,1,0
Caucasian,64,8,0,1,0
Caucasian,28,3,0,1,0
African-American,35,1,0,0,1
African-American,39,3,0,1,1
African-American,24,0,0,1,1
Caucasian,27,4,0,1,1
Caucasian,36,0,0,1,1
African-American,21,0,0,1,0
African-American,27,7,0,1,0
African-American,28,18,0,1,0
Caucasian,39,16,0,1,0
African-American,19,0,0,1,0
Caucasian,46,1,0,1,1
African-American,40,2,0,1,1
Caucasian,30,5,0,1,0
Caucasian,28,0,0,1,0
Caucasian,27,0,0,0,1
African-American,33,8,2,1,0
